Detected Component: I1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:0 G31:0 G31:0 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:-0.001 G31:0 G31:0.001 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: V1
G11:0 G11:0 G11:0 G11:0 G21:0 G21:0 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R2
G11:0 G11:0 G11:0 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
G11:0 G11:0 G11:0 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R1
G11:0.001 G11:0 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: R2
G11:0.001001 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
G11:0.001001 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Detected Component: C1
G11:1 G11:-1e-06 G11:-0.001 G11:0 G21:-1e-06 G21:1e-06 G21:0 G21:0 G31:0 G31:0 G31:1 G31:0 G41:0 G41:0 G41:0 G41:0 
Time,N001,N002,N003,N004,C1,L1,R2,R1,V1,I1,
0.004009,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00401,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004011,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004012,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004013,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004014,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004015,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004016,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004017,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004018,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004019,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00402,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004021,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004022,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004023,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004024,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004025,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004026,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004027,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004028,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004029,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00403,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004031,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004032,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004033,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004034,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004035,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004036,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004037,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004038,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004039,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00404,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004041,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004042,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004043,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004044,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004045,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004046,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004047,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004048,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004049,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00405,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004051,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004052,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004053,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004054,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004055,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004056,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004057,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004058,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004059,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00406,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004061,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004062,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004063,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004064,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004065,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004066,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004067,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004068,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004069,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00407,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004071,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004072,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004073,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004074,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004075,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004076,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004077,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004078,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004079,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00408,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004081,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004082,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004083,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004084,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004085,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004086,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004087,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004088,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004089,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00409,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004091,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004092,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004093,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004094,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004095,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004096,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004097,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004098,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004099,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0041,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004101,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004102,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004103,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004104,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004105,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004106,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004107,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004108,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004109,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00411,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004111,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004112,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004113,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004114,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004115,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004116,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004117,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004118,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004119,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00412,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004121,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004122,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004123,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004124,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004125,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004126,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004127,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004128,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004129,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00413,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004131,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004132,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004133,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004134,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004135,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004136,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004137,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004138,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004139,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00414,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004141,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004142,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004143,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004144,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004145,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004146,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004147,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004148,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004149,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00415,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004151,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004152,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004153,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004154,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004155,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004156,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004157,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004158,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004159,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00416,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004161,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004162,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004163,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004164,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004165,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004166,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004167,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004168,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004169,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00417,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004171,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004172,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004173,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004174,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004175,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004176,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004177,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004178,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004179,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00418,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004181,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004182,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004183,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004184,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004185,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004186,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004187,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004188,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004189,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00419,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004191,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004192,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004193,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004194,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004195,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004196,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004197,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004198,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004199,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0042,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004201,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004202,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004203,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004204,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004205,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004206,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004207,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004208,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004209,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00421,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004211,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004212,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004213,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004214,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004215,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004216,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004217,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004218,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004219,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00422,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004221,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004222,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004223,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004224,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004225,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004226,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004227,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004228,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004229,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00423,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004231,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004232,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004233,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004234,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004235,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004236,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004237,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004238,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004239,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00424,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004241,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004242,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004243,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004244,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004245,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004246,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004247,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004248,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004249,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00425,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004251,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004252,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004253,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004254,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004255,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004256,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004257,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004258,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004259,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00426,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004261,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004262,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004263,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004264,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004265,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004266,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004267,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004268,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004269,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00427,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004271,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004272,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004273,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004274,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004275,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004276,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004277,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004278,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004279,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00428,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004281,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004282,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004283,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004284,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004285,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004286,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004287,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004288,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004289,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00429,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004291,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004292,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004293,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004294,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004295,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004296,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004297,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004298,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004299,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.0043,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004301,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004302,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004303,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004304,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004305,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004306,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004307,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004308,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004309,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.00431,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004311,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
0.004312,-nan,-nan,-nan,0,-nan,-nan,-nan,-nan,0,-0.1,
